,house_price,house_region,n_bedrooms,has_condominium,value_condominium,has_garage,n_garage,house_size,house_hyperlink,house_category,n_bathrooms,zip_code,street_address,metro_distance,latitude,longitude,all_together
2381,153800.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-ate-zero-de-entrada-1058179992,Apartamentos,1,72321002.0,QR 407 Conjunto 2,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2342,370000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casas-no-corumba-iv-chacara-com-casa-2q-1s-piscina-lazer-1-500m2-1115123501,,,,,3,,,
1992,260000.0,Norte,3,Com condomínio,0.0,Com garagem,1,68.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-3-quartos-no-residencial-safira-qr-408-1033749624,Apartamentos,2,72318300.0,QR 408,2,-15.862810942571167, -48.079925793846854,QR 408- Samambaia Norte- Apartamentos
756,550000.0,Norte,4,Com condomínio,0.0,Com garagem,3,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-de-4-quartos-1-suite-qr-412-samambaia-norte-1058779359,,,,,3,,,
75,345000.0,Norte,3,Com condomínio,0.0,Sem garagem,0,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/linda-casa-samambaia-norte-1087630947,Casas,1,72318021.0,QR 402 Conjunto 21,2,-15.866307259725222, -48.08834855531934,QR 402- Samambaia Norte- Casas
2329,75000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,144.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-qd-405-agio-casa-preco-excelente-75-000-00-2-qtos-suite-sozinha-no-lote-1021872913,Casas,2,72319200.0,QR 405,3,-15.873048289383961, -48.09987078095621,QR 405- Samambaia Norte- Casas
1727,350000.0,Sul,5,Com condomínio,0.0,Com garagem,3,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-sobrado-de-5-quartos-no-inicio-da-samambaia-sul-aceita-proposta-1092954928,Casas,2,72314300.0,QR 516,3,-15.88003447407259, -48.06303214526124,QR 516- Samambaia Sul- Casas
1667,235000.0,Norte,2,Sem condomínio,0.0,Com garagem,1,115.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-2-quartos-em-samambaia-norte-prox-ao-cci-c-area-coberta-235mil-1100001144,Casas,1,72319000.0,QR 401,3,-15.869261345322371, -48.09402396752223,QR 401- Samambaia Norte- Casas
324,300000.0,Sul,3,Com condomínio,0.0,Com garagem,3,180.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-uma-casa-na-501-da-samambaia-perto-do-restaurante-comunitario-300-mil-1022269943,Casas,2,72311302.0,QR 501 Conjunto 2,3,-15.88764017047797, -48.089020689311106,QR 501- Samambaia Sul- Casas
1541,280000.0,Norte,4,Com condomínio,0.0,Com garagem,3,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-250-metros-quadrados-com-4-quartos-em-samambaia-norte-brasilia-df-1105805520,,,,,3,,,
874,318444.0,Norte,2,Com condomínio,0.0,Com garagem,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-65-metros-quadrados-com-2-quartos-em-samambaia-norte-brasi-1116818304,Apartamentos,2,72320300.0,QI 416,3,-15.855954181583032, -48.06950116272218,QI 416- Samambaia Norte- Apartamentos
390,179999.0,Sul,2,Com condomínio,170.0,Com garagem,1,35.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/brasilia-apartamento-padrao-samambaia-sul-samambaia-1089269864,Apartamentos,1,72302548.0,QS 112 Conjunto 8 Comércio,1,-15.870956536689437, -48.071726164270686,QR 112- Samambaia Sul- Apartamentos
1593,495000.0,Sul,3,Com condomínio,0.0,Com garagem,5,317.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-317-metros-quadrados-com-3-quartos-em-samambaia-sul-brasilia-df-1104273985,,,,,3,,,
159,200000.0,Norte,3,Com condomínio,0.0,Com garagem,2,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-samambaia-norte-qr-833-conjunto-2-1025091082,Casas,2,72338750.0,QR 833,3,-15.888629228717877, -48.14611332396394,QR 833- Samambaia Norte- Casas
1235,318769.0,Norte,2,Com condomínio,0.0,Com garagem,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-65-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1113551449,Apartamentos,2,72320300.0,QI 416,3,-15.855954181583032, -48.06950116272218,QI 416- Samambaia Norte- Apartamentos
790,175040.0,Sul,1,Com condomínio,0.0,Sem garagem,0,31.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-31-metros-quadrados-com-1-quarto-em-samambaia-sul-brasilia-1040991362,Apartamentos,1,72302304.0,QR 110 Conjunto 4,1,-15.870089915410876, -48.074450834111495,QR 110- Samambaia Sul- Apartamentos
2172,204900.0,Sul,2,Com condomínio,0.0,Com garagem,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-unica-apartamento-no-res-villa-borghese-qs-303-ac-financiamento-54m-1116481659,Apartamentos,1,72305507.0,QS 303 Conjunto 7 Comércio,3,-15.882072521898367, -48.09155373078865,QR 303- Samambaia Sul- Apartamentos
2097,175000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/subsidio-de-ate-47-mil-ate-100-financiado-1068818214,Apartamentos,1,72321009.0,QR 407 Conjunto 9,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
948,279000.0,Sul,3,Com condomínio,0.0,Com garagem,1,68.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-3q-68m-qr-120-samambaia-sul-1103595050,Apartamentos,2,72304005.0,QR 120 Conjunto 5,1,-15.866467705125428, -48.06214192392817,QR 120- Samambaia Sul- Apartamentos
2145,210000.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/pronto-p-morar-ate-100-financiado-veja-como-conseguir-1091070200,Apartamentos,1,72309303.0,QR 321 Conjunto 3,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
1722,75000.0,Norte,2,Com condomínio,250.0,Com garagem,1,60.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-2-quartos-em-samambaia-1069435491,Apartamentos,1,72318200.0,QR 406,2,-15.864429527293499, -48.08242791463846,QR 406- Samambaia Norte- Apartamentos
320,249990.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/brasilia-apartamento-padrao-samambaia-sul-samambaia-1079660568,Apartamentos,1,72302318.0,QR 110 Conjunto 18,1,-15.870089915410876, -48.074450834111495,QR 110- Samambaia Sul- Apartamentos
1019,205000.0,Sul,1,Com condomínio,0.0,Com garagem,1,36.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-36-metros-quadrados-com-1-quarto-em-samambaia-sul-brasilia-1115847495,Apartamentos,1,72300530.0,Quadra 301,3,,,Quadra 301- Samambaia Sul- Apartamentos
1838,330000.0,Sul,3,Sem condomínio,0.0,Com garagem,3,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-padrao-em-rua-publica-330-000-1118557620,Casas,2,72308605.0,QR 316 Conjunto 5,2,-15.874245545749314, -48.065339030753876,QR 316- Samambaia Sul- Casas
147,235000.0,Sul,2,Sem condomínio,0.0,Com garagem,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/more-em-samambaia-1114775654,Apartamentos,2,72300530.0,Quadra 301,3,,,Quadra 301- Samambaia Sul- Apartamentos
983,233000.0,Sul,2,Com condomínio,350.0,Com garagem,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/lancamento-de-dois-quartos-com-suite-e-varanda-em-samambaia-906020225,Apartamentos,1,72300545.0,Quadra 301 Conjunto 8,3,,,Quadra 301- Samambaia Sul- Apartamentos
2122,370000.0,Sul,2,Sem condomínio,0.0,Com garagem,1,144.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-na-qno-09-setor-o-1116947663,Casas,1,72306408.0,QN 308 Conjunto 8,3,-15.877479853609502, -48.07537646276072,QR 308- Samambaia Sul- Casas
1099,179900.0,Norte,5,Com condomínio,0.0,Sem garagem,0,125.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-unica-vendo-lote-com-3-casas-de-2-4-p-investidor-samambaia-norte-1115331249,,,,,3,,,
1426,209000.0,Sul,2,Com condomínio,0.0,Sem garagem,0,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-44-metros-quadrados-com-2-quartos-em-samambaia-sul-brasilia-1084898963,Apartamentos,1,72309300.0,QR 321,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
647,365000.0,Sul,3,Com condomínio,0.0,Com garagem,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-3-quartos-em-samambaia-sul-1103440375,Apartamentos,2,72302209.0,QR 108 Conjunto 7-B,1,-15.870769824111989, -48.077487324960856,QR 108- Samambaia Sul- Apartamentos
1478,280000.0,Sul,5,Com condomínio,0.0,Com garagem,2,288.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-imovel-na-qr-515-em-samambaia-1107630435,,,,,3,,,
1538,249990.0,Norte,2,Sem condomínio,0.0,Sem garagem,0,49.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-no-residencial-rio-verde-samambaia-norte-1105895974,Apartamentos,,72316108.0,QR 208 Conjunto 7-A,1,-15.868191443333105, -48.07696737196877,QR 208- Samambaia Norte- Apartamentos
2421,171000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-pelo-programa-casa-verde-e-amarela-1105078383,Apartamentos,1,72321007.0,QR 407 Conjunto 7,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
973,209000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-com-melhores-precos-da-regiao-de-samambaia-1084685117,Apartamentos,1,72310000.0,QN 320,3,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
2573,250000.0,Norte,3,Com condomínio,400.0,Com garagem,1,60.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/otimo-apartamento-de-3-quartos-residencial-villa-di-capri-1112990378,Apartamentos,1,72318210.0,QR 406 Conjunto 9-A,2,-15.864429527293499, -48.08242791463846,QR 406- Samambaia Norte- Apartamentos
184,240000.0,Norte,2,Com condomínio,0.0,Com garagem,3,128.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-em-samambaia-norte-qr-223-1112552067,Casas,1,72345200.0,QR 223,3,-15.889795701334274, -48.124362343442726,QR 223- Samambaia Norte- Casas
513,35000.0,Sul,2,Com condomínio,0.0,Com garagem,2,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-casa-em-samambaia-oportunidade-1088349932,Casas,1,72301600.0,QR 113,3,-15.886095551940185, -48.10758479971,QR 113- Samambaia Sul- Casas
352,94500.0,Sul,3,Com condomínio,0.0,Com garagem,3,10.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-casa-em-samambaia-sul-brasilia-df-1105241441,Casas,2,72311802.0,QR 505 Conjunto 2,3,-15.8906866013751, -48.09376624204893,QR 505- Samambaia Sul- Casas
2522,320000.0,Sul,2,Com condomínio,480.0,Com garagem,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/lindo-apartamento-de-2-quartos-no-residencial-via-solare-1113456374,Apartamentos,2,72300531.0,Quadra 301 Conjunto 1,3,,,Quadra 301- Samambaia Sul- Apartamentos
499,230000.0,Norte,2,Sem condomínio,0.0,Com garagem,2,86.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-com-habite-se-samambaia-norte-tratar-com-proprietaria-zap-9-9802-8624-1098320590,Casas,1,72323009.0,QR 415 Conjunto 9,3,-15.879952682070021, -48.11373162729978,QR 415- Samambaia Norte- Casas
2304,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-ultimas-unidades-fase-final-1115314164,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
204,155000.0,Sul,1,Sem condomínio,0.0,Com garagem,1,32.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-em-samambaia-aceita-veiculo-na-negociacao-1111070233,Apartamentos,1,72308536.0,QS 318 Conjunto 6 Comércio,2,-15.87229126766909, -48.06316956115106,QR 318- Samambaia Sul- Apartamentos
1689,265000.0,Norte,3,Com condomínio,350.0,Com garagem,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/3-quartos-com-suite-no-residencial-safira-em-samambaia-norte-1036524221,Apartamentos,2,72318327.0,QR 408 Conjunto 24-A,2,-15.862810942571167, -48.079925793846854,QR 408- Samambaia Norte- Apartamentos
2239,210000.0,Norte,2,Com condomínio,0.0,Com garagem,3,115.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/2-qts-casa-de-fundo-1115843359,Casas,1,72345107.0,QR 221 Conjunto 7,3,-15.888406615173203, -48.120955895384036,QR 221- Samambaia Norte- Casas
2057,285000.0,Norte,5,Com condomínio,0.0,Com garagem,2,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-417-sobrado-com-2-residencias-de-3-quartos-cada-imovel-esciturado-valor-r-285-000-00-1102999783,Casas,2,72323101.0,QR 417 Conjunto 1,3,-15.88154092836035, -48.11651788926065,QR 417- Samambaia Norte- Casas
1185,318643.0,Norte,2,Com condomínio,0.0,Com garagem,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-65-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1114319784,Apartamentos,2,72320300.0,QI 416,3,-15.855954181583032, -48.06950116272218,QI 416- Samambaia Norte- Apartamentos
1875,240000.0,Norte,2,Sem condomínio,0.0,Com garagem,1,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vende-se-apartamento-2-quartos-c-s-suite-1118380178,Apartamentos,2,72316320.0,,3,,,
1239,107000.0,Norte,2,Com condomínio,0.0,Com garagem,3,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-827-otima-casa-com-2-quartos-em-samambaia-norte-brasilia-df-1113518096,Casas,1,72339118.0,QR 827 Conjunto 3,3,-15.884189308889953, -48.145141754082715,QR 827- Samambaia Norte- Casas
1918,370000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/chacara-no-lago-corumba-4-com-piscina-e-casa-2q-1s-lazer-e-tranquilidade-1-500m2-1118165037,,,,,3,,,
1359,163000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-1e2-quartos-conjugado-em-samambaia-norte-1063362436,Apartamentos,1,72321009.0,QR 407 Conjunto 9,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2368,165000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-pelo-programa-casa-verde-e-amarela-1081738845,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
775,670000.0,Sul,4,Com condomínio,0.0,Com garagem,4,450.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-residencial-em-brasilia-df-samambaia-sul-samambaia-1059765779,Casas,3,72308804.0,QR 318 Conjunto 4,2,-15.873146297009486, -48.062629516874,QR 318- Samambaia Sul- Casas
176,280000.0,Norte,3,Com condomínio,0.0,Com garagem,3,100.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-casa-samambaia-norte-com-3-quartos-1113007937,Casas,1,72331104.0,QR 603 Conjunto 4,3,-15.86530977672352, -48.09867253348901,QR 603- Samambaia Norte- Casas
1377,245000.0,Sul,2,Sem condomínio,0.0,Com garagem,1,48.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apartamento-2-quartos-com-suite-vaga-de-garagem-varanda-samambaia-sul-1111314745,Apartamentos,2,72300533.0,Quadra 301 Conjunto 2,3,,,Quadra 301- Samambaia Sul- Apartamentos
791,190000.0,Norte,3,Com condomínio,0.0,Com garagem,4,160.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-160-metros-quadrados-com-3-quartos-em-samambaia-norte-brasilia-df-1107871255,Casas,2,72325001.0,QR 419 Conjunto 1,3,-15.882608987318113, -48.11947559826455,QR 419- Samambaia Norte- Casas
2505,550000.0,Norte,5,Com condomínio,200.0,Com garagem,2,360.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-condominio-fechado-1113752728,Casas,4,72320160.0,,3,,,
2432,310000.0,Sul,2,Com condomínio,1.0,Com garagem,2,118.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-na-laje-1114403332,Casas,,72302300.0,QR 110,1,-15.87134611859877, -48.074266769002605,QR 110- Samambaia Sul- Casas
1010,94900.0,Norte,2,Com condomínio,360.0,Com garagem,1,48.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-02-quartos-qs-409-residencial-encanto-samambaia-prestacao-1-123-1107223980,,,,,3,,,
46,550000.0,Norte,4,Sem condomínio,0.0,Com garagem,2,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-em-samambaia-norte-qr-210-com-4-quartos-sendo-uma-suite-1118578436,Casas,4,72316227.0,QR 210 Conjunto 26,1,-15.865980136247062, -48.074856779742994,QR 210- Samambaia Norte- Casas
1887,200000.0,Sul,4,Sem condomínio,0.0,Com garagem,1,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-1118340718,Casas,2,72301207.0,QR 107 Conjunto 7,3,-15.88200886401925, -48.09991338565928,QR 107- Samambaia Sul- Casas
482,180000.0,Norte,4,Com condomínio,0.0,Com garagem,3,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-na-413-de-samambaia-1031201079,Casas,3,72322200.0,QR 606,3,-15.858012381637142, -48.085856894840575,QR 606- Samambaia Norte- Casas
2504,209000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-pronto-para-morar-1084596816,Apartamentos,1,72310000.0,QN 320,3,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
2916,168000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-2-quartos-ultimas-unidades-1096562048,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2157,267000.0,Sul,2,Com condomínio,0.0,Com garagem,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamentos-de-2-quartos-com-e-sem-suite-e-com-varanda-no-centro-urbano-1116638610,Apartamentos,1,72300530.0,Quadra 301,3,,,Quadra 301- Samambaia Sul- Apartamentos
2456,280000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,130.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-no-corumba-4-chacara-com-vista-para-o-lago-1-900m2-de-terreno-1114231044,,,,,3,,,
2866,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2qrts-com-oportunidade-unica-no-df-1109427074,Apartamentos,1,72321007.0,QR 407 Conjunto 7,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1518,149000.0,Norte,3,Com condomínio,0.0,Com garagem,1,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-112-metros-quadrados-com-3-quartos-em-samambaia-norte-brasilia-1106914985,,,,,3,,,
331,219000.0,Norte,2,Com condomínio,435.0,Com garagem,1,48.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/brasilia-apartamento-padrao-samambaia-norte-samambaia-1068652823,Apartamentos,1,72325552.0,QS 421 Conjunto B Comércio,3,-15.885333361721543, -48.121331660618026,QR 421- Samambaia Norte- Apartamentos
190,209900.0,Norte,3,Sem condomínio,0.0,Com garagem,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-samambaia-norte-1105623348,Casas,2,72325109.0,QR 421 Conjunto 8,3,-15.883940533991977, -48.122256674207804,QR 421- Samambaia Norte- Casas
1977,180000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-prestacao-baixa-media-600-emtrada-facilitada-ganhe-subsidio-itbi-e-registro-grati-1113000582,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2108,94500.0,Sul,3,Sem condomínio,0.0,Com garagem,3,165.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/venda-de-agio-nao-exijo-transferencia-e-aceito-carro-1117070781,,,,,3,,,
1891,344900.0,Sul,2,Com condomínio,0.0,Com garagem,1,60.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-unica-apartamento-res-viva-arquitetura-2quartos-c-suite-ac-financiamento-1118338623,Apartamentos,2,72300499.0,Quadra 101,3,,,Quadra 101- Samambaia Sul- Apartamentos
1635,250000.0,Sul,2,Com condomínio,300.0,Com garagem,1,59.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/otimo-apartamento-2-qts-em-samambaia-1101422801,Apartamentos,2,72304020.0,QR 120 Conjunto 10A,1,-15.866467705125428, -48.06214192392817,QR 120- Samambaia Sul- Apartamentos
2781,350000.0,Norte,1,Sem condomínio,0.0,Com garagem,1,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apto-no-piazza-diroma-1110497254,Apartamentos,1,72320302.0,QI 416 Conjunto 2,3,-15.855954181583032, -48.06950116272218,QI 416- Samambaia Norte- Apartamentos
1699,275000.0,Norte,3,Sem condomínio,0.0,Com garagem,2,110.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-03-quartos-mas-01-suite-aceita-financiamento-e-fgts-na-411-samambaia-1097110248,Casas,2,72321203.0,QR 411 Conjunto 3,3,-15.878140616941456, -48.10860095074429,QR 411- Samambaia Norte- Casas
857,385000.0,Sul,3,Com condomínio,550.0,Com garagem,1,70.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-de-3-quartos-em-samambaia-quadra-301-via-tropical-1077404420,Apartamentos,2,72300530.0,Quadra 301,3,,,Quadra 301- Samambaia Sul- Apartamentos
1672,79900.0,Norte,2,Sem condomínio,0.0,Com garagem,2,135.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-casa-qr404-samambaia-norte-1099581907,Casas,1,72318111.0,QR 404 Conjunto 10,2,-15.86494717304739, -48.08639348082362,QR 404- Samambaia Norte- Casas
2443,180000.0,Norte,2,Com condomínio,0.0,Com garagem,2,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/em-frente-ao-parque-3-mennas-otima-localizacao-1108110793,Apartamentos,1,72321504.0,QN 407 Conjunto D Comércio,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
760,360000.0,Sul,4,Com condomínio,0.0,Com garagem,4,160.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-com-04-quartos-qr-318-samambaia-1084236030,Casas,2,72308806.0,QR 318 Conjunto 6,2,-15.873146297009486, -48.062629516874,QR 318- Samambaia Sul- Casas
554,239000.0,Sul,3,Com condomínio,0.0,Com garagem,1,66.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-65-metros-quadrados-com-3-quartos-em-samambaia-sul-brasilia-1048453446,Apartamentos,2,72301530.0,QS 109,3,-15.883275074574149, -48.10221933290608,QR 109- Samambaia Sul- Apartamentos
1173,145000.0,Norte,1,Com condomínio,260.0,Sem garagem,0,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-1-quarto-com-suite-em-samambaia-1114477879,Apartamentos,1,72319502.0,QN 401 Conjunto B Comércio,3,-15.870504905684792, -48.093427273723606,QR 401- Samambaia Norte- Apartamentos
819,128000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,45.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-212-apartamento-de-45-m-com-2-quartos-em-samambaia-norte-valor-so-r-128-000-00-1117218496,Apartamentos,1,72316300.0,QR 212,1,-15.86377344649297, -48.07199773554532,QR 212- Samambaia Norte- Apartamentos
2484,280000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,130.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casas-no-corumba-4-chacara-de-1-900m2-de-terreno-e-130m2-construidos-1114015949,,,,,3,,,
1154,207000.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-44-metros-quadrados-com-2-quartos-em-samambaia-sul-brasilia-1077274706,Apartamentos,1,72309306.0,QR 321 Conjunto 6,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
1444,209000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-padrao-em-samambaia-1089188622,Apartamentos,1,72310000.0,QN 320,3,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
216,37000.0,Sul,3,Com condomínio,300.0,Com garagem,1,63.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-em-samambaia-lancamento-1108890543,Apartamentos,2,72313100.0,QR 507,3,-15.891247238229269, -48.096077966223184,QR 507- Samambaia Sul- Apartamentos
1627,149000.0,Norte,3,Com condomínio,0.0,Com garagem,1,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-112-metros-quadrados-com-3-quartos-em-samambaia-norte-brasilia-df-1102328359,,,,,3,,,
2695,165000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ate-100-financiado-ganhe-subsidio-entrada-facilitada-use-fgts-1086721236,Apartamentos,1,72321007.0,QR 407 Conjunto 7,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
66,135000.0,Sul,2,Com condomínio,260.0,Sem garagem,0,47.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-na-samambaia-sul-qn-106-residencial-par-1-aceita-financiamento-1090483751,Apartamentos,1,72302151.0,QN 106 Conjunto 1,3,-15.873270913201631, -48.079253147221706,QR 106- Samambaia Sul- Apartamentos
