,house_category,n_bathrooms,CEP,Logradouro
1909,Apartamentos,1,72321006,QR 407 Conjunto 6
1910,Apartamentos,1,72321006,QR 407 Conjunto 6
1911,Apartamentos,1,72321006,QR 407 Conjunto 6
1912,Apartamentos,1,72319524,QS 401 Conjunto D Comércio
1913,Apartamentos,1,72321000,QR 407
1914,Apartamentos,1,72321000,QR 407
1915,,,,
1916,Apartamentos,1,72321000,QR 407
1917,Apartamentos,1,72315553,QS 517 Conjunto C Comércio
1918,,,,
1919,,,,
1920,,,,
1921,,,,
1922,,,,
1923,Apartamentos,1,72321005,QR 407 Conjunto 5
1924,Apartamentos,2,72300630,Quadra 302
1925,Apartamentos,2,72300531,Quadra 301 Conjunto 1
1926,,,,
1927,,,,
1928,Casas,3,72308800,QR 318
1929,Casas,2,72341102,QR 203 Conjunto 2
1930,Casas,1,72314100,QR 514
1931,Casas,2,72322201,QR 606 Conjunto 1
1932,Casas,1,72322201,QR 606 Conjunto 1
1933,Casas,1,72315100,QR 515
1934,Apartamentos,2,72322300,QR 608
1935,Casas,2,72316095,QR 204 Conjunto 15
1936,Apartamentos,1,72321008,QR 407 Conjunto 8
1937,Apartamentos,1,72316000,QR 206
1938,,,,
1939,Casas,1,72303006,QR 123 Conjunto 6
1940,Apartamentos,1,72321005,QR 407 Conjunto 5
1941,Apartamentos,1,72321007,QR 407 Conjunto 7
1942,Casas,4,72316012,QR 206 Conjunto 12
1943,Casas,2,72343203,QR 215 Conjunto 3
1944,Casas,1,72327550,QS 427
1945,Casas,1,72307804,QR 317 Conjunto 4
1946,Casas,2,72325101,QR 421 Conjunto 1
1947,Apartamentos,1,72308100,QR 312
1948,Apartamentos,1,72321008,QR 407 Conjunto 8
1949,Casas,3,72302052,QN 104 Conjunto 2
1950,Apartamentos,1,72321000,QR 407
1951,Casas,1,72302850,QN 118
1952,Apartamentos,1,72329550,QS 431
1953,Apartamentos,2,72300533,Quadra 301 Conjunto 2
1954,Apartamentos,1,72321000,QR 407
1955,,,,
1956,Casas,3,72335100,QR 631
1957,Casas,2,72321305,QR 413 Conjunto 5
1958,Casas,2,72315212,QR 517 Conjunto 12
1959,Casas,2,72312304,QR 508 Conjunto 3-A
1960,Apartamentos,1,72309300,QR 321
1961,Apartamentos,1,72309305,QR 321 Conjunto 5
1962,Apartamentos,1,72308005,QN 312 Conjunto 5
1963,Casas,4,72306600,QR 308
1964,Casas,1,72327008,QR 425 Conjunto 8
1965,Apartamentos,1,72321004,QR 407 Conjunto 4
1966,,,,
1967,Casas,1,72306700,QN 310
1968,Apartamentos,2,72300531,Quadra 301 Conjunto 1
1969,Apartamentos,1,72305200,QN 305
1970,Apartamentos,1,72310501,QS 320 Conjunto 1 Comércio
1971,Apartamentos,1,72300531,Quadra 301 Conjunto 1
1972,Casas,2,72319000,QR 401
1973,Apartamentos,1,72308005,QN 312 Conjunto 5
1974,Apartamentos,1,72321007,QR 407 Conjunto 7
1975,Casas,1,72323100,QR 417
1976,Casas,1,72318000,QR 402
1977,Apartamentos,1,72321000,QR 407
1978,Apartamentos,1,72309302,QR 321 Conjunto 2
1979,,,,
1980,Apartamentos,1,72309300,QR 321
1981,Apartamentos,1,72321002,QR 407 Conjunto 2
1982,Apartamentos,1,72321000,QR 407
1983,Apartamentos,1,72318570,QS 406
1984,Apartamentos,1,72310000,QN 320
1985,Apartamentos,1,72319500,QN 401
1986,Casas,1,72315116,QR 515 Conjunto 16
1987,Apartamentos,2,72300531,Quadra 301 Conjunto 1
1988,Apartamentos,2,72318504,QN 402 Conjunto D Comércio
1989,Apartamentos,1,72318526,QS 402 Conjunto F Comércio
1990,Apartamentos,1,72321000,QR 407
1991,,,,
1992,Apartamentos,2,72318300,QR 408
1993,Apartamentos,1,72321008,QR 407 Conjunto 8
1994,Casas,1,72318031,QR 402 Conjunto 30
1995,Apartamentos,1,72304001,QR 120 Conjunto 1
1996,Apartamentos,1,72321000,QR 407
1997,Apartamentos,1,72321000,QR 407
1998,Casas,2,72323105,QR 417 Conjunto 5
1999,Casas,1,72320000,QR 410
2000,Casas,4,72310109,QR 320 Conjunto 9
2001,Apartamentos,1,72304019,QR 120 Conjunto 6A
2002,Casas,1,72321303,QR 413 Conjunto 3
2003,Apartamentos,1,72310303,QN 502 Conjunto 3
2004,Apartamentos,1,72310000,QN 320
2005,Apartamentos,1,72310527,QS 502 Conjunto 7 Comércio
2006,Apartamentos,1,72321006,QR 407 Conjunto 6
2007,Casas,4,72307308,QR 313 Conjunto 8
2008,Casas,1,72312309,QR 508 Conjunto 7
2009,Casas,0,72320546,QN 412 Conjunto F Comércio
2010,,,,
2011,Apartamentos,1,72309306,QR 321 Conjunto 6
2012,Apartamentos,1,72310000,QN 320
2013,Apartamentos,1,72321000,QR 407
2014,Apartamentos,1,72307303,QR 313 Conjunto 3
2015,Apartamentos,1,72321000,QR 407
2016,Apartamentos,1,72321007,QR 407 Conjunto 7
2017,Apartamentos,1,72305503,QS 303 Conjunto 3 Comércio
2018,Apartamentos,2,72325580,QS 423
2019,Apartamentos,1,72321000,QR 407
2020,Casas,1,72310101,QR 320 Conjunto 1
2021,Apartamentos,1,72321003,QR 407 Conjunto 3
2022,Casas,3,72345150,QN 221
2023,Casas,2,72316051,QR 202 Conjunto 1
2024,Casas,1,72320000,QR 410
2025,Apartamentos,1,72321007,QR 407 Conjunto 7
2026,Casas,1,72302850,QN 118
2027,,,,
2028,Apartamentos,1,72321012,QR 407 Conjunto 12
2029,Apartamentos,1,72321006,QR 407 Conjunto 6
2030,Casas,3,72312108,QR 506 Conjunto 8
2031,Apartamentos,1,72305101,QR 303 Conjunto 1
2032,Casas,2,72316080,QR 204
2033,Casas,2,72316081,QR 204 Conjunto 1
2034,Casas,3,72320124,QR 412 Conjunto 21
2035,Casas,1,72311102,QR 327 Conjunto 2
2036,,,,
2037,Apartamentos,1,72321009,QR 407 Conjunto 9
2038,Apartamentos,3,72325580,QS 423
2039,Casas,1,72321103,QR 409 Conjunto 3
2040,Apartamentos,1,72321000,QR 407
2041,Casas,2,72314101,QR 514 Conjunto 1
2042,Apartamentos,1,72309301,QR 321 Conjunto 1
2043,Apartamentos,2,72300503,Quadra 101 Conjunto 2
2044,Casas,3,72316200,QR 210
2045,Apartamentos,1,72310309,QN 502 Conjunto 9
2046,Casas,3,72325005,QR 419 Conjunto 4
2047,Apartamentos,1,72321007,QR 407 Conjunto 7
2048,Apartamentos,1,72321007,QR 407 Conjunto 7
2049,,,,
2050,Apartamentos,1,72321000,QR 407
2051,Casas,3,72318318,QR 408 Conjunto 16
2052,Apartamentos,1,72300507,Quadra 101 Conjunto 4
2053,,,,
2054,Casas,2,72325200,QR 423
2055,Apartamentos,1,72310000,QN 320
2056,Casas,2,72320200,QR 414
2057,Casas,2,72323101,QR 417 Conjunto 1
2058,Apartamentos,2,72320540,QN 412
2059,Apartamentos,1,72310000,QN 320
2060,Apartamentos,2,72319500,QN 401
2061,Apartamentos,1,72321005,QR 407 Conjunto 5
2062,,,,
2063,Casas,1,72319102,QR 403 Conjunto 2
2064,Apartamentos,1,72321012,QR 407 Conjunto 12
2065,Apartamentos,1,72321000,QR 407
2066,Apartamentos,1,72310000,QN 320
2067,Apartamentos,1,72310000,QN 320
2068,Apartamentos,1,72321000,QR 407
2069,Casas,1,72341400,QR 209
2070,Casas,3,72333301,QR 623 Conjunto 1
2071,Apartamentos,1,72325550,QS 421
2072,,,,
2073,Casas,2,72311300,QR 501
2074,Casas,1,72338714,QR 831 Conjunto 4
2075,Apartamentos,2,72320540,QN 412
2076,,,,
2077,Apartamentos,1,72325560,QN 423
2078,Apartamentos,1,72321000,QR 407
2079,,,,
2080,Casas,5 ou mais,72339120,QR 827 Conjunto 5
2081,Apartamentos,1,72302804,QR 118 Conjunto 3-A
2082,Casas,1,72307600,QR 315
2083,Casas,2,72308809,QR 318 Conjunto 8
2084,Apartamentos,1,72321000,QR 407
2085,Apartamentos,1,72309306,QR 321 Conjunto 6
2086,Apartamentos,1,72320007,QR 410 Conjunto 6
2087,,,,
2088,Casas,1,72318203,QR 406 Conjunto 3
2089,Apartamentos,1,72321006,QR 407 Conjunto 6
2090,Apartamentos,1,72309300,QR 321
2091,Apartamentos,1,72309306,QR 321 Conjunto 6
2092,Apartamentos,1,72309301,QR 321 Conjunto 1
2093,Casas,1,72331000,QR 601
2094,Apartamentos,1,72321006,QR 407 Conjunto 6
2095,Apartamentos,1,72309300,QR 321
2096,,,,
2097,Apartamentos,1,72321009,QR 407 Conjunto 9
2098,Apartamentos,1,72321007,QR 407 Conjunto 7
2099,Apartamentos,1,72321000,QR 407
2100,Apartamentos,1,72321000,QR 407
2101,Casas,,72319540,QN 403
2102,Apartamentos,1,72310000,QN 320
2103,Apartamentos,1,72321000,QR 407
2104,Apartamentos,1,72318571,QS 406 Conjunto A Comércio
2105,Casas,5 ou mais,72317800,Rodovia BR-060
2106,,,,
2107,Casas,2,72300533,Quadra 301 Conjunto 2
2108,,,,
2109,Casas,2,72303100,QR 125
2110,Apartamentos,1,72321100,QR 409
2111,,,,
2112,,,,
2113,Apartamentos,1,72302510,QS 106
2114,Casas,4,72318118,QR 404 Conjunto 16
2115,Apartamentos,1,72309301,QR 321 Conjunto 1
2116,Apartamentos,1,72310000,QN 320
2117,Casas,1,72333100,QR 619
2118,Casas,3,72325102,QR 421 Conjunto 2
2119,Apartamentos,2,72316200,QR 210
2120,Apartamentos,2,72318580,QN 408
2121,Casas,1,72339007,QR 1029 Conjunto 7
2122,Casas,1,72306408,QN 308 Conjunto 8
2123,,,,
2124,Casas,1,72329200,QR 433
2125,Casas,1,72318029,QR 402 Conjunto 28
2126,Apartamentos,1,72309302,QR 321 Conjunto 2
2127,Apartamentos,1,72309300,QR 321
2128,Apartamentos,1,72321000,QR 407
2129,Casas,5 ou mais,72317800,Rodovia BR-060
2130,Apartamentos,2,72300543,Quadra 301 Conjunto 7
2131,Apartamentos,1,72318314,QR 408 Conjunto 13
2132,Apartamentos,1,72300635,Quadra 302 Conjunto 3
2133,Apartamentos,1,72319200,QR 405
2134,Apartamentos,1,72319540,QN 403
2135,Apartamentos,1,72300543,Quadra 301 Conjunto 7
2136,Apartamentos,1,72321000,QR 407
2137,Apartamentos,1,72310000,QN 320
2138,Apartamentos,1,72321012,QR 407 Conjunto 12
2139,Apartamentos,1,72321000,QR 407
2140,,,,
2141,Casas,2,72319000,QR 401
2142,Casas,1,72329100,QR 431
2143,Apartamentos,1,72320300,QI 416
2144,Apartamentos,1,72311803,QR 505 Conjunto 3
2145,Apartamentos,1,72309303,QR 321 Conjunto 3
2146,Apartamentos,1,72321008,QR 407 Conjunto 8
2147,Apartamentos,1,72321000,QR 407
2148,Apartamentos,1,72321000,QR 407
2149,Apartamentos,1,72300530,Quadra 301
2150,Casas,2,72322211,QR 606 Conjunto 10
2151,Apartamentos,1,72320000,QR 410
2152,Apartamentos,1,72321003,QR 407 Conjunto 3
2153,Apartamentos,1,72318210,QR 406 Conjunto 9-A
2154,Apartamentos,1,72318210,QR 406 Conjunto 9-A
2155,Apartamentos,1,72309303,QR 321 Conjunto 3
2156,Apartamentos,1,72310000,QN 320
2157,Apartamentos,1,72300530,Quadra 301
2158,Apartamentos,1,72321000,QR 407
2159,Apartamentos,1,72321006,QR 407 Conjunto 6
2160,Apartamentos,1,72300530,Quadra 301
2161,,,,
2162,Casas,2,72322200,QR 606
2163,Apartamentos,1,72309301,QR 321 Conjunto 1
2164,Apartamentos,2,72320300,QI 416
2165,Casas,1,72314300,QR 516
2166,Apartamentos,1,72321000,QR 407
2167,Apartamentos,1,72310000,QN 320
2168,Apartamentos,1,72309309,QR 321 Conjunto 9
2169,Casas,1,72329200,QR 433
2170,Casas,1,72310400,QR 502
2171,Casas,4,72323100,QR 417
2172,Apartamentos,1,72305507,QS 303 Conjunto 7 Comércio
2173,Apartamentos,1,72321000,QR 407
2174,Apartamentos,1,72305520,QS 307
2175,Apartamentos,1,72300531,Quadra 301 Conjunto 1
2176,Casas,2,72323015,QR 415 Conjunto 15
2177,Apartamentos,2,72305520,QS 307
2178,Apartamentos,2,72325580,QS 423
2179,,,,
2180,Apartamentos,1,72321002,QR 407 Conjunto 2
2181,,,,
2182,Apartamentos,2,72318504,QN 402 Conjunto D Comércio
2183,Apartamentos,1,72321003,QR 407 Conjunto 3
2184,Apartamentos,1,72321000,QR 407
2185,Apartamentos,2,72300653,Quadra 302 Conjunto 12
2186,Casas,4,72331805,QR 615 Conjunto 5
2187,Apartamentos,1,72321005,QR 407 Conjunto 5
2188,Casas,5 ou mais,72317800,Rodovia BR-060
2189,Apartamentos,1,72312201,QN 508 Conjunto 1
2190,Apartamentos,1,72321000,QR 407
2191,Apartamentos,1,72309305,QR 321 Conjunto 5
2192,Apartamentos,1,72309300,QR 321
2193,Apartamentos,1,72321008,QR 407 Conjunto 8
2194,Apartamentos,2,72304020,QR 120 Conjunto 10A
2195,Apartamentos,1,72310000,QN 320
2196,Apartamentos,1,72321000,QR 407
2197,Apartamentos,1,72310000,QN 320
2198,Apartamentos,1,72321000,QR 407
2199,Apartamentos,1,72321008,QR 407 Conjunto 8
2200,Apartamentos,1,72309301,QR 321 Conjunto 1
2201,Apartamentos,1,72308000,QN 312
2202,Casas,4,72316100,QR 208
2203,Casas,1,72327550,QS 427
2204,Apartamentos,1,72321000,QR 407
2205,,,,
2206,Casas,1,72307612,QR 315 Conjunto 12
2207,Casas,0,72319024,QR 401 Conjunto 24
2208,Apartamentos,1,72309306,QR 321 Conjunto 6
2209,Casas,0,72333100,QR 619
2210,Apartamentos,1,72321000,QR 407
2211,Apartamentos,1,72321012,QR 407 Conjunto 12
2212,Apartamentos,1,72321007,QR 407 Conjunto 7
2213,Apartamentos,1,72321007,QR 407 Conjunto 7
2214,,,,
2215,Casas,1,72320027,QR 410 Conjunto 24
2216,,,,
2217,Apartamentos,1,72309307,QR 321 Conjunto 7
2218,,,,
2219,,,,
2220,Apartamentos,1,72302203,QR 108 Conjunto 3
2221,Apartamentos,1,72321000,QR 407
2222,Apartamentos,1,72309305,QR 321 Conjunto 5
2223,,,,
2224,,,,
2225,Apartamentos,1,72320510,QN 410 Conjunto J Comércio
2226,Casas,2,72318205,QR 406 Conjunto 5
2227,Casas,1,72309305,QR 321 Conjunto 5
2228,,,,
2229,Apartamentos,1,72318210,QR 406 Conjunto 9-A
2230,Casas,2,72341406,QR 209 Conjunto 6
2231,Casas,2,72322200,QR 606
2232,,,,
2233,,,,
2234,,,,
2235,,,,
2236,,,,
2237,,,,
2238,Casas,2,72320100,QR 412
2239,Casas,1,72345107,QR 221 Conjunto 7
2240,,,,
2241,Apartamentos,2,72318520,QS 402
2242,Apartamentos,1,72331550,QS 609
2243,Casas,2,72316216,QR 210 Conjunto 15
2244,Casas,1,72320000,QR 410
2245,Apartamentos,2,72325000,QR 419
2246,Apartamentos,2,72325580,QS 423
2247,Casas,1,72327020,
2248,Apartamentos,1,72319540,QN 403
2249,,,,
2250,Apartamentos,2,72300503,Quadra 101 Conjunto 2
2251,Apartamentos,1,72309307,QR 321 Conjunto 7
2252,,,,
2253,Apartamentos,1,72320300,QI 416
2254,Apartamentos,1,72321000,QR 407
2255,Casas,2,72307300,QR 313
2256,Apartamentos,1,72309302,QR 321 Conjunto 2
2257,Apartamentos,1,72321001,QR 407 Conjunto 1
2258,,,,
2259,Apartamentos,1,72329554,QS 431 Conjunto D Comércio
2260,Casas,2,72322706,QR 614 Conjunto 6
2261,Apartamentos,1,72308007,QN 312 Conjunto 7
2262,Apartamentos,1,72321000,QR 407
2263,Apartamentos,1,72321000,QR 407
2264,Apartamentos,3,72300630,Quadra 302
2265,Apartamentos,1,72300603,Quadra 102 Conjunto 2
2266,Apartamentos,1,72302304,QR 110 Conjunto 4
2267,Apartamentos,2,72305500,
2268,Casas,1,72305506,QS 303 Conjunto 6 Comércio
2269,Casas,2,72329120,QR 431 Conjunto 18
2270,Casas,1,72345300,QR 225
2271,Apartamentos,1,72305500,QS 303
2272,Casas,1,72318200,QR 406
2273,Apartamentos,2,72302052,QN 104 Conjunto 2
2274,Casas,2,72341107,QR 203 Conjunto 7
2275,Apartamentos,1,72316524,QN 210 Conjunto D Comércio
2276,Apartamentos,2,72321535,QS 409 Conjunto E Comércio
2277,Casas,2,72329200,QR 433
2278,Casas,1,72327550,QS 427
2279,Apartamentos,1,72321006,QR 407 Conjunto 6
2280,Apartamentos,1,72309302,QR 321 Conjunto 2
2281,Apartamentos,1,72309307,QR 321 Conjunto 7
2282,Casas,1,72315116,QR 515 Conjunto 16
2283,Apartamentos,1,72309303,QR 321 Conjunto 3
2284,Apartamentos,1,72302502,QS 104 Conjunto 2 Comércio
2285,Apartamentos,1,72321000,QR 407
2286,Casas,2,72302052,QN 104 Conjunto 2
2287,Apartamentos,1,72309303,
2288,Apartamentos,1,72320018,QR 410 Conjunto 15-A
2289,Casas,1,72318100,QR 404
2290,Apartamentos,1,72321008,QR 407 Conjunto 8
2291,Apartamentos,1,72321000,QR 407
2292,,,,
2293,,,,
2294,Casas,1,72307600,QR 315
2295,Casas,4,72310407,QR 502 Conjunto 7
2296,,,,
2297,,,,
2298,Apartamentos,1,72321006,QR 407 Conjunto 6
2299,,,,
2300,,,,
2301,Casas,3,72310419,QR 502 Conjunto 19
2302,,,,
2303,,,,
2304,Apartamentos,1,72321000,QR 407
2305,,,,
2306,Apartamentos,1,72321000,QR 407
2307,Apartamentos,1,72310000,
2308,Apartamentos,1,72310000,QN 320
2309,Apartamentos,1,72310000,QN 320
2310,Apartamentos,1,72309300,QR 321
2311,Casas,2,72318304,QR 408 Conjunto 4
2312,Apartamentos,1,72321007,QR 407 Conjunto 7
2313,Apartamentos,1,72321004,QR 407 Conjunto 4
2314,Casas,3,72301601,QR 113 Conjunto 1
2315,Casas,1,72307600,QR 315
2316,Apartamentos,1,72310000,QN 320
2317,Apartamentos,1,72310000,QN 320
2318,,,,
2319,,,,
2320,Casas,2,72325580,QS 423
2321,Apartamentos,1,72321009,QR 407 Conjunto 9
2322,,,,
2323,Casas,1,72320009,QR 410 Conjunto 8
2324,Apartamentos,1,72310000,QN 320
2325,Apartamentos,1,72321006,QR 407 Conjunto 6
2326,Casas,1,72301606,QR 113 Conjunto 6
2327,,,,
2328,Apartamentos,2,72320540,QN 412
2329,Casas,2,72319200,QR 405
2330,Apartamentos,1,72310000,QN 320
2331,Apartamentos,1,72309301,QR 321 Conjunto 1
2332,Apartamentos,1,72321000,QR 407
2333,,,,
2334,Casas,1,72331520,QS 603
2335,Apartamentos,1,72309305,QR 321 Conjunto 5
2336,Casas,1,72311611,QR 503 Conjunto 10
2337,Casas,1,72302052,QN 104 Conjunto 2
2338,,,,
2339,Apartamentos,1,72305101,QR 303 Conjunto 1
2340,,,,
2341,Apartamentos,1,72310000,QN 320
2342,,,,
2343,Apartamentos,1,72302202,QR 108 Conjunto 2
2344,Apartamentos,2,72320302,QI 416 Conjunto 2
2345,Apartamentos,1,72321003,
2346,Apartamentos,1,72321002,QR 407 Conjunto 2
2347,,,,
2348,Apartamentos,1,72321000,QR 407
2349,,,,
2350,Apartamentos,1,72310000,QN 320
2351,Apartamentos,1,72304051,QN 120 Conjunto 1
2352,Casas,2,72318200,QR 406
2353,Casas,1,72315006,QR 513 Conjunto 6
2354,,,,
2355,,,,
2356,,,,
2357,Apartamentos,1,72321011,QR 407 Conjunto 11
2358,Apartamentos,1,72320001,QR 410 Conjunto 1
2359,Apartamentos,1,72304051,QN 120 Conjunto 1
2360,Apartamentos,1,72325552,QS 421 Conjunto B Comércio
2361,Apartamentos,1,72321008,QR 407 Conjunto 8
2362,Apartamentos,1,72321000,QR 407
2363,Apartamentos,1,72321000,QR 407
2364,,,,
2365,Casas,1,72312604,QR 510 Conjunto 4
2366,Apartamentos,1,72321007,
2367,Apartamentos,1,72310000,QN 320
2368,Apartamentos,1,72321000,QR 407
2369,Apartamentos,1,72309306,QR 321 Conjunto 6
2370,Apartamentos,1,72304502,QS 120 Conjunto 2
2371,Apartamentos,1,72310000,QN 320
2372,Casas,1,72329204,QR 433 Conjunto 3
2373,Apartamentos,1,72300533,Quadra 301 Conjunto 2
2374,Apartamentos,1,72321000,QR 407
2375,Apartamentos,1,72310000,QN 320
2376,Apartamentos,1,72310000,QN 320
2377,Apartamentos,1,72321000,QR 407
2378,Casas,1,72318100,QR 404
2379,Apartamentos,1,72321007,QR 407 Conjunto 7
2380,Apartamentos,1,72321006,QR 407 Conjunto 6
2381,Apartamentos,1,72321002,QR 407 Conjunto 2
2382,Apartamentos,1,72321000,QR 407
2383,Casas,3,72310100,QR 320
2384,Apartamentos,1,72300531,Quadra 301 Conjunto 1
2385,Apartamentos,1,72321000,QR 407
2386,Casas,2,72321200,QR 411
2387,Apartamentos,1,72321002,QR 407 Conjunto 2
2388,Apartamentos,1,72321012,QR 407 Conjunto 12
2389,Apartamentos,1,72321000,QR 407
2390,Apartamentos,1,72321007,QR 407 Conjunto 7
2391,Apartamentos,1,72321000,QR 407
2392,Apartamentos,1,72310010,QN 320 Conjunto 10
2393,Apartamentos,1,72309303,QR 321 Conjunto 3
2394,Casas,2,72302052,
2395,Casas,4,72306606,QR 308 Conjunto 6
2396,Apartamentos,1,72321005,QR 407 Conjunto 5
2397,Apartamentos,1,72321000,QR 407
2398,Apartamentos,1,72310000,QN 320
2399,Apartamentos,1,72310000,QN 320
2400,Apartamentos,1,72309300,QR 321
2401,Apartamentos,1,72309300,QR 321
2402,Apartamentos,1,72310000,QN 320
2403,Apartamentos,1,72321010,QR 407 Conjunto 10
2404,Casas,2,72302052,QN 104 Conjunto 2
2405,Apartamentos,1,72331509,QS 601 Conjunto I Comércio
2406,Apartamentos,1,72329554,QS 431 Conjunto D Comércio
2407,Apartamentos,1,72311704,QN 505 Conjunto 4
2408,Apartamentos,1,72310000,QN 320
2409,Apartamentos,2,72308004,QN 312 Conjunto 4
2410,Apartamentos,1,72321007,QR 407 Conjunto 7
2411,Apartamentos,1,72321007,QR 407 Conjunto 7
2412,Casas,1,72320027,QR 410 Conjunto 24
2413,Apartamentos,1,72304201,QR 122 Conjunto 1
2414,Apartamentos,1,72321008,QR 407 Conjunto 8
2415,Casas,2,72314102,QR 514 Conjunto 2
2416,Apartamentos,1,72321007,QR 407 Conjunto 7
2417,Apartamentos,1,72321504,QN 407 Conjunto D Comércio
2418,Casas,2,72301802,QR 121 Conjunto 2
2419,Apartamentos,2,72316000,QR 206
2420,Apartamentos,1,72321000,QR 407
2421,Apartamentos,1,72321007,QR 407 Conjunto 7
2422,Apartamentos,1,72321000,QR 407
2423,Apartamentos,1,72321003,QR 407 Conjunto 3
2424,,,,
2425,Apartamentos,1,72321502,QN 407 Conjunto B Comércio
2426,Apartamentos,1,72305530,QS 309
2427,Apartamentos,1,72310000,QN 320
2428,,,,
2429,Apartamentos,1,72310000,QN 320
2430,Apartamentos,1,72321009,QR 407 Conjunto 9
2431,Apartamentos,1,72318576,QS 406 Conjunto F Comércio
2432,Casas,,72302300,QR 110
2433,Apartamentos,2,72318577,QS 406 Conjunto G Comércio
2434,,,,
2435,Casas,1,72305105,QR 303 Conjunto 5
2436,Apartamentos,1,72310000,QN 320
2437,Apartamentos,1,72309300,QR 321
2438,Apartamentos,2,72300505,Quadra 101 Conjunto 3
2439,Casas,1,72312700,QN 512
2440,Apartamentos,1,72320000,QR 410
2441,Casas,5 ou mais,72322100,QR 604
2442,Apartamentos,1,72310011,QN 320 Conjunto 11
2443,Apartamentos,1,72321504,QN 407 Conjunto D Comércio
2444,Casas,3,72316042,Quadra 202 Conjunto 2
2445,Apartamentos,1,72321004,QR 407 Conjunto 4
2446,Casas,4,72316000,QR 206
2447,Apartamentos,1,72320000,QR 410
2448,Apartamentos,1,72302800,QR 118
2449,,,,
2450,Casas,2,72320000,QR 410
2451,Apartamentos,1,72321000,QR 407
2452,Apartamentos,1,72300530,Quadra 301
2453,Apartamentos,1,72321000,QR 407
2454,,,,
2455,,,,
2456,,,,
2457,,,,
2458,,,,
2459,,,,
2460,,,,
2461,,,,
2462,Casas,1,72321006,QR 407 Conjunto 6
2463,Casas,2,72325800,
2464,Apartamentos,1,72321007,QR 407 Conjunto 7
2465,Apartamentos,1,72300647,Quadra 302 Conjunto 9
2466,Apartamentos,1,72300647,Quadra 302 Conjunto 9
2467,Casas,2,72318325,QR 408 Conjunto 23
2468,Apartamentos,1,72321006,QR 407 Conjunto 6
2469,,,,
2470,Apartamentos,1,72321000,QR 407
2471,Apartamentos,1,72309300,QR 321
2472,,,,
2473,,,,
2474,,,,
2475,,,,
2476,Casas,1,72301709,QR 115 Conjunto 9
2477,Apartamentos,1,72321002,QR 407 Conjunto 2
2478,,,,
2479,Apartamentos,1,72321006,QR 407 Conjunto 6
2480,Apartamentos,1,72321012,QR 407 Conjunto 12
2481,Apartamentos,1,72321000,QR 407
2482,Apartamentos,1,72309304,QR 321 Conjunto 4
2483,,,,
2484,,,,
2485,,,,
2486,,,,
2487,Apartamentos,1,72309300,
2488,Apartamentos,1,72301550,QS 111 Conjunto E
2489,Apartamentos,1,72309303,QR 321 Conjunto 3
2490,Apartamentos,1,72316515,QN 208 Conjunto E Comércio
2491,Apartamentos,1,72309300,QR 321
2492,Apartamentos,1,72310000,QN 320
2493,,,,
2494,Apartamentos,1,72321008,QR 407 Conjunto 8
2495,Casas,1,72329007,QR 429 Conjunto 7
2496,Apartamentos,1,72310000,QN 320
2497,Apartamentos,1,72321000,QR 407
2498,Apartamentos,1,72321000,QR 407
2499,Apartamentos,1,72321009,QR 407 Conjunto 9
2500,,,,
2501,Casas,2,72302005,QR 104 Conjunto 5
2502,Apartamentos,1,72321000,QR 407
2503,Apartamentos,1,72310002,QN 320 Conjunto 2
2504,Apartamentos,1,72310000,QN 320
2505,Casas,4,72320160,
2506,Apartamentos,1,72309305,QR 321 Conjunto 5
2507,Apartamentos,1,72309305,QR 321 Conjunto 5
2508,Apartamentos,1,72302414,QR 112 Conjunto 12
2509,Apartamentos,1,72309300,QR 321
2510,Apartamentos,1,72321000,QR 407
2511,Apartamentos,1,72310000,QN 320
2512,Apartamentos,1,72321012,QR 407 Conjunto 12
2513,Casas,4,72302251,QN 108 Conjunto 1
2514,Apartamentos,1,72300530,Quadra 301
2515,Apartamentos,1,72310000,QN 320
2516,Apartamentos,1,72310000,QN 320
2517,Apartamentos,1,72321000,
2518,Apartamentos,1,72318210,QR 406 Conjunto 9-A
2519,Apartamentos,1,72318210,QR 406 Conjunto 9-A
2520,Apartamentos,1,72300530,Quadra 301
2521,Apartamentos,2,72300530,Quadra 301
2522,Apartamentos,2,72300531,Quadra 301 Conjunto 1
2523,Apartamentos,2,72300501,Quadra 101 Conjunto 1
2524,Apartamentos,1,72309307,QR 321 Conjunto 7
2525,Apartamentos,1,72310000,QN 320
2526,Casas,2,72311323,QR 501 Conjunto 23
2527,Casas,2,72327000,QR 425
2528,,,,
2529,Apartamentos,1,72321000,QR 407
2530,Apartamentos,1,72321000,QR 407
2531,Apartamentos,1,72321000,QR 407
2532,Casas,1,72316220,QR 210 Conjunto 19
2533,Apartamentos,1,72309308,QR 321 Conjunto 8
2534,Apartamentos,1,72321008,QR 407 Conjunto 8
2535,Apartamentos,1,72309300,QR 321
2536,Apartamentos,1,72321000,QR 407
2537,,,,
2538,Apartamentos,1,72321000,QR 407
2539,Apartamentos,1,72321000,QR 407
2540,Apartamentos,1,72321005,QR 407 Conjunto 5
2541,Apartamentos,1,72321000,QR 407
2542,Apartamentos,1,72321000,QR 407
2543,,,,
2544,,,,
2545,Apartamentos,1,72313004,QN 507 Conjunto 4
2546,Apartamentos,1,72316107,QR 208 Conjunto 7
2547,Apartamentos,1,72309306,QR 321 Conjunto 6
